"Linkende Website, Linkziel"	Titel	"Linkziel (URL)"			Ankertext	Int	Ext	"Gefunden am"	"Zuletzt geprüft"
https://ata-intgroup.ir/Services.aspx?id=1	"Biotechnology & Nanotechnology | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
https://ata-intgroup.ir/NewsDetail.aspx?NewsID=3006	"19th Congress on Reproductive Biomedicine & 14th Congress on Stem Cell Biology and Technology"	https://www.fryka.de/en	dofollow	text	Fryka	22	39	2021-07-17	1.590d
https://ata-intgroup.ir/NewsDetail.aspx?NewsID=3005	"The 4th International Congress on Reproduction"	https://www.fryka.de/en	dofollow	text	Fryka	23	39	2021-07-17	1.590d
https://ata-intgroup.ir/News.aspx	"News | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	18	39	2021-07-17	1.590d
https://ata-intgroup.ir/ContactUs.aspx	"Contact US | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.597d
https://ata-intgroup.ir/AboutUs.aspx	"About US | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
https://ata-intgroup.ir/	"Home | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	36	59	2021-07-17	1.590d
https://ata-intgroup.ir/	"Home | ATA-intgroup"	https://www.fryka.de/en	dofollow	image	Fryka	36	59	2021-07-17	1.534d
http://www.ata-intgroup.ir/Services.aspx?id=4	"In Vitro Fertilization | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Services.aspx?id=3	"Pathology & Histology | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Services.aspx?id=2	"Cord Blood & Stem Cell | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	40	2021-07-17	1.590d
http://www.ata-intgroup.ir/Services.aspx?id=1	"Biotechnology & Nanotechnology | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Water-Purification-System/16	"CSJM Series & Haier Tube Type Lab Centrifuge | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	22	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Ultra-low%20temperature%20freezers%20%20-60%C2%B0%D0%A1...-90%C2%B0C/61	"Ultra-low temperature freezers -60°С...-90°C | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	22	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Top-Loading-Autoclaves/26	"Top Loading Autoclaves | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	25	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Thermostats/1066	"Thermostats | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Spectroscopes/1067	"Spectroscopes | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Spectrometers/1068	"Spectrometers | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Refractometers/1060	"Refractometers | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	22	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=RSC-Autoclaves/25	"RSC Autoclaves | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	25	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=QFX-Flourometer/42	"فلورومتر | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	18	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Preservation/19	"یخچال های آزمایشگاهی | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	19	39	2021-07-17	1.597d
http://www.ata-intgroup.ir/Products.aspx?id=Power-Door-Autoclaves/24	"Power Door Autoclaves | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	25	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Polarimeters/1061	"Polarimeters | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Microscopes/1065	"Microscopes | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Liquid-Nitrogen-Containe/18	"مخازن نیتروژن مایع | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	30	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Laminar-Flow-Cabinets/45	"Laminar Flow Cabinets | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	20	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Laboratory%20and%20Pharmac%D1%83%20Refrigerators/78	"Laboratory and Pharmacу Refrigerators | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	26	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Industrial-Special-Cabinet/4	"IVF Work Station | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.597d
http://www.ata-intgroup.ir/Products.aspx?id=Incubators/1093	"Incubators | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	48	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=IVF-Lab-Products/39	"درمان ناباروری | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	26	39	2021-07-17	1.604d
http://www.ata-intgroup.ir/Products.aspx?id=Front-Loading-Autoclaves/23	"Front Loading Autoclaves | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	25	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=FX-Fluorometer-Module/43	"FX Fluorometer Module | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.597d
http://www.ata-intgroup.ir/Products.aspx?id=Double-Door-Autoclaves/22	"Double Door Autoclaves | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	25	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=DS-11-Spectrophotometer/41	"نانودراپ | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	20	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Cultured-Cell-Monitoring-Syste/36	"Cultured Cell Monitoring System | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	19	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Cryogenic-Supplies/15	"CryoGT Group | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	18	39	2021-07-17	1.597d
http://www.ata-intgroup.ir/Products.aspx?id=Cryogenic%20Oxygen%20Plant%20%E2%80%93%20COP60/1058	"Cryogenic Oxygen Plant – COP60 | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Cryogenic%20Nitrogen%20Plant%20%E2%80%93%20CNP60/1054	"Cryogenic Nitrogen Plant – CNP60 | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Cryogenic%20Nitrogen%20Plant%20%E2%80%93%20CNP20/1053	"Cryogenic Nitrogen Plant – CNP20 | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Cryogenic%20Nitrogen%20Plant%20%E2%80%93%20CNP120/1055	"Cryogenic Nitrogen Plant – CNP120 | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Cryogenic%20Nitrogen%20Plant%20%E2%80%93%20CNLab10/1056	"Cryogenic Nitrogen Plant – CNLab10 | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Cryogenic%20Argon%20Plant%20%E2%80%93%20CAP60/1059	"Cryogenic Argon Plant – CAP60 | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=CryoKit-Gloves/80	"دستکش محافظ کار با نیتروژن | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	18	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Coagulometer/1076	"Coagulometer | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	41	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Clean-Bench/13	"Clean Bench | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	18	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Class-II-Biological-Safety-Cabinets/44	"Class II Biological Safety Cabinets | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	20	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Chemical-Hoods/3	"Chemical Hoods | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Cell-Culture-Products/34	"کشت سلول | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	18	39	2021-07-17	1.604d
http://www.ata-intgroup.ir/Products.aspx?id=CO2-Incubator/14	"فریزرهای آزمایشگاهی | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	21	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Blood%20Bank%20Freezers,%20-20%C2%B0C...-40%C2%B0C/62	"Blood Bank Freezers, -20°C...-40°C | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	18	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Biological-Safety-Cabinet/12	"هودهای آزمایشگاهی | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	18	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Benchtop-Autoclaves/21	"Benchtop Autoclaves | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	21	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/Products.aspx?id=Astec-Gene-manipulation-products/38	"ژنتیک | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	20	39	2021-07-17	1.597d
http://www.ata-intgroup.ir/Products.aspx?id=Astec-Clean-Technology/37	"Astec Clean Technology | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	20	39	2021-07-17	1.597d
http://www.ata-intgroup.ir/Products.aspx?id=Advanced-Therapy-Isolator/1	"Advanced Therapy Isolater | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=99	"Direct Heat Type CO2 and Tri-Gas Incubator | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=98	"Water Jacket Type CO2 And Tri-Gas Incubator | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=97	"Water Jacket Type CO2 And Tri-Gas Incubator | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.604d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=96	"Block Incubator | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=9	"HR40-IIB2 | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=8	"HR60-IIA2 | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=79	"60L Compact Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=78	"Compact 60 Vacuum Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=77	"Top Loading 100L Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=76	"Top Loading 100L Steam Heated Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=75	"Top Loading 100L Vacuum Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=74	"Top Loading 150L Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=73	"Top Loading 150L Steam Heated Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=72	"Top Loading 150L Vacuum Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=71	"230L RSC Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=70	"230L Steam Heated RSC Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=7	"HR900-IIA2 | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=69	"350L RSC Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=68	"350L Steam Heated RSC Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=67	"450L RSC Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=66	"450L Steam Heated RSC Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=65	"700L RSC Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.597d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=64	"700L Steam Heated RSC Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=63	"230L Power Door Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=62	"230L Power Door Steam Heated Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=61	"350L Power Door Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=60	"350L Power Door Steam Heated Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=6	"HR1200-IIA2 | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=59	"450L Power Door Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=58	"450L Power Door Steam Heated Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=57	"700L Power Door Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.597d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=56	"700L Power Door Steam Heated Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=55	"Front Loading 150L Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=54	"Front Loading 150L Steam Heated Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=53	"Front Loading 150L Vacuum Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=52	"Front Loading 200L Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=51	"Front Loading 200L Steam Heated Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=50	"Front Loading 200L Vacuum Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=5	"HR1500-IIA2 | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=49	"Front Loading 320L Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=48	"Front Loading 320L Steam Heated Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=47	"200L Pass-Through Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=46	"200L Pass-Through Steam Heated Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=45	"400L Pass-Through Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=44	"400L Pass-Through Steam Heated Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.597d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=43	"450L Pass-Through Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=42	"450L Pass-Through Steam Heated Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=41	"700L Pass-Through Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=40	"700L Pass-Through Steam Heated Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=39	"Compact 40 Benchtop Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=38	"Compact 40 Vacuum Benchtop Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
http://www.ata-intgroup.ir/ProductDetail.aspx?id=37	"Compact 60 Benchtop Priorclave | ATA-intgroup"	https://www.fryka.de/en	dofollow	text	Fryka	16	39	2021-07-17	1.590d
